F1 ,F2,F3,F4,F5,F6,F7,F8,F9,Class
525,0,1,0,58,0,0,0,122,Normal
515,0,1,0,48,0,0,0,122,Normal
777,260,13,42,49,181,223,37,122,Normal
849,260,13,42,49,181,223,37,122,Normal
515,0,1,0,48,0,0,0,122,Normal
515,0,1,0,48,0,0,0,122,Normal
511,0,1,0,44,0,0,0,122,Normal
511,0,1,0,44,0,0,0,122,Normal
511,0,1,0,44,0,0,0,122,Normal
517,0,1,0,50,0,0,0,122,Normal
514,0,1,0,47,0,0,0,122,Normal
523,0,1,0,56,0,0,0,122,Normal
506,0,1,0,39,0,0,0,122,Normal
591,75,5,10,48,50,60,15,122,Normal
662,75,5,10,48,50,60,15,122,Normal
583,63,5,7,52,47,54,9,122,Normal
654,63,5,7,52,47,54,9,122,Normal
529,4,1,1,57,2,3,1,122,Normal
599,4,1,1,57,2,3,1,122,Normal
516,0,1,0,49,0,0,0,122,Normal
549,33,1,0,48,31,31,2,122,Normal
620,33,1,0,48,31,31,2,122,Normal
517,0,1,0,50,0,0,0,122,Normal
553,38,3,5,47,28,33,5,122,Normal
624,38,3,5,47,28,33,5,122,Normal
518,0,1,0,51,0,0,0,122,Normal
757,239,13,37,50,169,206,33,122,Normal
829,239,13,37,50,169,206,33,122,Normal
533,17,1,1,48,14,15,2,122,Normal
604,17,1,1,48,14,15,2,122,Normal
516,0,1,0,49,0,0,0,122,Normal
513,0,1,0,46,0,0,0,122,Normal
514,0,1,0,47,0,0,0,122,Normal
515,0,1,0,48,0,0,0,122,Normal
525,0,1,0,58,0,0,0,122,Normal
524,0,1,0,57,0,0,0,122,Normal
525,0,1,0,58,0,0,0,122,Normal
515,0,1,0,48,0,0,0,122,Normal
782,265,13,37,49,193,230,35,122,Normal
854,265,13,37,49,193,230,35,122,Normal
515,0,1,0,48,0,0,0,122,Normal
515,0,1,0,48,0,0,0,122,Normal
511,0,1,0,44,0,0,0,122,Normal
511,0,1,0,44,0,0,0,122,Normal
511,0,1,0,44,0,0,0,122,Normal
517,0,1,0,50,0,0,0,122,Normal
514,0,1,0,47,0,0,0,122,Normal
523,0,1,0,56,0,0,0,122,Normal
506,0,1,0,39,0,0,0,122,Normal
590,74,5,9,48,50,59,15,122,Normal
661,74,5,9,48,50,59,15,122,Normal
584,64,5,6,52,48,54,10,122,Normal
655,64,5,6,52,48,54,10,122,Normal
529,4,1,1,57,2,3,1,122,Normal
599,4,1,1,57,2,3,1,122,Normal
516,0,1,0,49,0,0,0,122,Normal
549,33,1,0,48,31,31,2,122,Normal
620,33,1,0,48,31,31,2,122,Normal
517,0,1,0,50,0,0,0,122,Normal
558,43,3,5,47,31,36,7,122,Normal
629,43,3,5,47,31,36,7,122,Normal
518,0,1,0,51,0,0,0,122,Normal
780,262,13,39,50,185,224,38,122,Normal
852,262,13,39,50,185,224,38,122,Normal
533,17,1,1,48,14,15,2,122,Normal
604,17,1,1,48,14,15,2,122,Normal
516,0,1,0,49,0,0,0,122,Normal
513,0,1,0,46,0,0,0,122,Normal
514,0,1,0,47,0,0,0,122,Normal
515,0,1,0,48,0,0,0,122,Normal
525,0,1,0,58,0,0,0,122,Normal
524,0,1,0,57,0,0,0,122,Normal
525,0,1,0,58,0,0,0,122,Normal
515,0,1,0,48,0,0,0,122,Normal
752,235,13,44,49,153,197,38,122,Normal
824,235,13,44,49,153,197,38,122,Normal
515,0,1,0,48,0,0,0,122,Normal
515,0,1,0,48,0,0,0,122,Normal
511,0,1,0,44,0,0,0,122,Normal
511,0,1,0,44,0,0,0,122,Normal
511,0,1,0,44,0,0,0,122,Normal
517,0,1,0,50,0,0,0,122,Normal
514,0,1,0,47,0,0,0,122,Normal
523,0,1,0,56,0,0,0,122,Normal
506,0,1,0,39,0,0,0,122,Normal
587,71,5,7,48,51,58,13,122,Normal
658,71,5,7,48,51,58,13,122,Normal
586,66,5,3,52,53,56,10,122,Normal
657,66,5,3,52,53,56,10,122,Normal
529,4,1,1,57,2,3,1,122,Normal
599,4,1,1,57,2,3,1,122,Normal
516,0,1,0,49,0,0,0,122,Normal
549,33,1,0,48,31,31,2,122,Normal
620,33,1,0,48,31,31,2,122,Normal
517,0,1,0,50,0,0,0,122,Normal
557,42,3,4,47,31,35,7,122,Normal
628,42,3,4,47,31,35,7,122,Normal
518,0,1,0,51,0,0,0,122,Normal
783,265,13,42,50,184,226,39,122,Normal
855,265,13,42,50,184,226,39,122,Normal
533,17,1,1,48,14,15,2,122,Normal
604,17,1,1,48,14,15,2,122,Normal
516,0,1,0,49,0,0,0,122,Normal
513,0,1,0,46,0,0,0,122,Normal
514,0,1,0,47,0,0,0,122,Normal
515,0,1,0,48,0,0,0,122,Normal
525,0,1,0,58,0,0,0,122,Normal
524,0,1,0,57,0,0,0,122,Normal
525,0,1,0,58,0,0,0,122,Normal
515,0,1,0,48,0,0,0,122,Normal
778,261,13,37,49,187,224,37,122,Normal
850,261,13,37,49,187,224,37,122,Normal
515,0,1,0,48,0,0,0,122,Normal
515,0,1,0,48,0,0,0,122,Normal
511,0,1,0,44,0,0,0,122,Normal
511,0,1,0,44,0,0,0,122,Normal
511,0,1,0,44,0,0,0,122,Normal
517,0,1,0,50,0,0,0,122,Normal
514,0,1,0,47,0,0,0,122,Normal
523,0,1,0,56,0,0,0,122,Normal
506,0,1,0,39,0,0,0,122,Normal
584,68,5,8,48,47,55,13,122,Normal
655,68,5,8,48,47,55,13,122,Normal
585,65,5,3,52,52,55,10,122,Normal
656,65,5,3,52,52,55,10,122,Normal
529,4,1,1,57,2,3,1,122,Normal
599,4,1,1,57,2,3,1,122,Normal
516,0,1,0,49,0,0,0,122,Normal
549,33,1,0,48,31,31,2,122,Normal
620,33,1,0,48,31,31,2,122,Normal
517,0,1,0,50,0,0,0,122,Normal
553,38,3,5,47,28,33,5,122,Normal
624,38,3,5,47,28,33,5,122,Normal
518,0,1,0,51,0,0,0,122,Normal
758,240,13,36,50,171,207,33,122,Normal
830,240,13,36,50,171,207,33,122,Normal
533,17,1,1,48,14,15,2,122,Normal
604,17,1,1,48,14,15,2,122,Normal
516,0,1,0,49,0,0,0,122,Normal
513,0,1,0,46,0,0,0,122,Normal
514,0,1,0,47,0,0,0,122,Normal
515,0,1,0,48,0,0,0,122,Normal
525,0,1,0,58,0,0,0,122,Normal
524,0,1,0,57,0,0,0,122,Normal
525,0,1,0,58,0,0,0,122,Normal
515,0,1,0,48,0,0,0,122,Normal
767,250,13,36,49,179,215,35,122,Normal
839,250,13,36,49,179,215,35,122,Normal
515,0,1,0,48,0,0,0,122,Normal
515,0,1,0,48,0,0,0,122,Normal
511,0,1,0,44,0,0,0,122,Normal
511,0,1,0,44,0,0,0,122,Normal
511,0,1,0,44,0,0,0,122,Normal
517,0,1,0,50,0,0,0,122,Normal
514,0,1,0,47,0,0,0,122,Normal
523,0,1,0,56,0,0,0,122,Normal
506,0,1,0,39,0,0,0,122,Normal
591,75,5,10,48,50,60,15,122,Normal
662,75,5,10,48,50,60,15,122,Normal
579,59,5,1,52,49,50,9,122,Normal
650,59,5,1,52,49,50,9,122,Normal
529,4,1,1,57,2,3,1,122,Normal
599,4,1,1,57,2,3,1,122,Normal
516,0,1,0,49,0,0,0,122,Normal
549,33,1,0,48,31,31,2,122,Normal
620,33,1,0,48,31,31,2,122,Normal
517,0,1,0,50,0,0,0,122,Normal
553,38,3,5,47,28,33,5,122,Normal
624,38,3,5,47,28,33,5,122,Normal
518,0,1,0,51,0,0,0,122,Normal
757,239,13,35,50,172,207,32,122,Normal
829,239,13,35,50,172,207,32,122,Normal
533,17,1,1,48,14,15,2,122,Normal
604,17,1,1,48,14,15,2,122,Normal
516,0,1,0,49,0,0,0,122,Normal
513,0,1,0,46,0,0,0,122,Normal
514,0,1,0,47,0,0,0,122,Normal
515,0,1,0,48,0,0,0,122,Normal
525,0,1,0,58,0,0,0,122,Normal
524,0,1,0,57,0,0,0,122,Normal
525,0,1,0,58,0,0,0,122,Normal
515,0,1,0,48,0,0,0,122,Normal
757,240,13,36,49,171,207,33,122,Normal
829,240,13,36,49,171,207,33,122,Normal
515,0,1,0,48,0,0,0,122,Normal
515,0,1,0,48,0,0,0,122,Normal
511,0,1,0,44,0,0,0,122,Normal
511,0,1,0,44,0,0,0,122,Normal
511,0,1,0,44,0,0,0,122,Normal
517,0,1,0,50,0,0,0,122,Normal
514,0,1,0,47,0,0,0,122,Normal
523,0,1,0,56,0,0,0,122,Normal
506,0,1,0,39,0,0,0,122,Normal
591,75,5,10,48,50,60,15,122,Normal
662,75,5,10,48,50,60,15,122,Normal
582,62,5,5,52,48,53,9,122,Normal
653,62,5,5,52,48,53,9,122,Normal
529,4,1,1,57,2,3,1,122,Normal
599,4,1,1,57,2,3,1,122,Normal
516,0,1,0,49,0,0,0,122,Normal
549,33,1,0,48,31,31,2,122,Normal
620,33,1,0,48,31,31,2,122,Normal
517,0,1,0,50,0,0,0,122,Normal
553,38,3,5,47,28,33,5,122,Normal
624,38,3,5,47,28,33,5,122,Normal
518,0,1,0,51,0,0,0,122,Normal
774,256,13,44,50,175,219,37,122,Normal
846,256,13,44,50,175,219,37,122,Normal
533,17,1,1,48,14,15,2,122,Normal
604,17,1,1,48,14,15,2,122,Normal
516,0,1,0,49,0,0,0,122,Normal
513,0,1,0,46,0,0,0,122,Normal
514,0,1,0,47,0,0,0,122,Normal
515,0,1,0,48,0,0,0,122,Normal
525,0,1,0,58,0,0,0,122,Normal
524,0,1,0,57,0,0,0,122,Normal
525,0,1,0,58,0,0,0,122,Normal
515,0,1,0,48,0,0,0,122,Normal
768,251,13,40,49,172,212,39,122,Normal
840,251,13,40,49,172,212,39,122,Normal
515,0,1,0,48,0,0,0,122,Normal
515,0,1,0,48,0,0,0,122,Normal
511,0,1,0,44,0,0,0,122,Normal
511,0,1,0,44,0,0,0,122,Normal
511,0,1,0,44,0,0,0,122,Normal
517,0,1,0,50,0,0,0,122,Normal
514,0,1,0,47,0,0,0,122,Normal
523,0,1,0,56,0,0,0,122,Normal
506,0,1,0,39,0,0,0,122,Normal
583,67,5,7,48,47,54,13,122,Normal
654,67,5,7,48,47,54,13,122,Normal
583,63,5,4,52,49,53,10,122,Normal
654,63,5,4,52,49,53,10,122,Normal
529,4,1,1,57,2,3,1,122,Normal
599,4,1,1,57,2,3,1,122,Normal
516,0,1,0,49,0,0,0,122,Normal
549,33,1,0,48,31,31,2,122,Normal
620,33,1,0,48,31,31,2,122,Normal
517,0,1,0,50,0,0,0,122,Normal
558,43,3,5,47,31,36,7,122,Normal
629,43,3,5,47,31,36,7,122,Normal
518,0,1,0,51,0,0,0,122,Normal
749,231,13,38,50,158,196,35,122,Normal
821,231,13,38,50,158,196,35,122,Normal
533,17,1,1,48,14,15,2,122,Normal
604,17,1,1,48,14,15,2,122,Normal
516,0,1,0,49,0,0,0,122,Normal
513,0,1,0,46,0,0,0,122,Normal
514,0,1,0,47,0,0,0,122,Normal
515,0,1,0,48,0,0,0,122,Normal
525,0,1,0,58,0,0,0,122,Normal
524,0,1,0,57,0,0,0,122,Normal
525,0,1,0,58,0,0,0,122,Normal
515,0,1,0,48,0,0,0,122,Normal
762,245,13,36,49,172,208,37,122,Normal
834,245,13,36,49,172,208,37,122,Normal
515,0,1,0,48,0,0,0,122,Normal
515,0,1,0,48,0,0,0,122,Normal
511,0,1,0,44,0,0,0,122,Normal
511,0,1,0,44,0,0,0,122,Normal
511,0,1,0,44,0,0,0,122,Normal
517,0,1,0,50,0,0,0,122,Normal
514,0,1,0,47,0,0,0,122,Normal
523,0,1,0,56,0,0,0,122,Normal
506,0,1,0,39,0,0,0,122,Normal
590,74,5,9,48,50,59,15,122,Normal
661,74,5,9,48,50,59,15,122,Normal
581,61,5,4,52,48,52,9,122,Normal
652,61,5,4,52,48,52,9,122,Normal
529,4,1,1,57,2,3,1,122,Normal
599,4,1,1,57,2,3,1,122,Normal
516,0,1,0,49,0,0,0,122,Normal
549,33,1,0,48,31,31,2,122,Normal
620,33,1,0,48,31,31,2,122,Normal
517,0,1,0,50,0,0,0,122,Normal
558,43,3,5,47,31,36,7,122,Normal
629,43,3,5,47,31,36,7,122,Normal
518,0,1,0,51,0,0,0,122,Normal
767,249,13,46,50,167,213,36,122,Normal
839,249,13,46,50,167,213,36,122,Normal
533,17,1,1,48,14,15,2,122,Normal
604,17,1,1,48,14,15,2,122,Normal
516,0,1,0,49,0,0,0,122,Normal
513,0,1,0,46,0,0,0,122,Normal
514,0,1,0,47,0,0,0,122,Normal
515,0,1,0,48,0,0,0,122,Normal
525,0,1,0,58,0,0,0,122,Normal
524,0,1,0,57,0,0,0,122,Normal
525,0,1,0,58,0,0,0,122,Normal
515,0,1,0,48,0,0,0,122,Normal
766,249,13,42,49,172,214,35,122,Normal
838,249,13,42,49,172,214,35,122,Normal
515,0,1,0,48,0,0,0,122,Normal
515,0,1,0,48,0,0,0,122,Normal
511,0,1,0,44,0,0,0,122,Normal
511,0,1,0,44,0,0,0,122,Normal
511,0,1,0,44,0,0,0,122,Normal
517,0,1,0,50,0,0,0,122,Normal
514,0,1,0,47,0,0,0,122,Normal
523,0,1,0,56,0,0,0,122,Normal
506,0,1,0,39,0,0,0,122,Normal
590,74,5,9,48,50,59,15,122,Normal
661,74,5,9,48,50,59,15,122,Normal
579,59,5,4,52,46,50,9,122,Normal
650,59,5,4,52,46,50,9,122,Normal
529,4,1,1,57,2,3,1,122,Normal
599,4,1,1,57,2,3,1,122,Normal
516,0,1,0,49,0,0,0,122,Normal
549,33,1,0,48,31,31,2,122,Normal
620,33,1,0,48,31,31,2,122,Normal
517,0,1,0,50,0,0,0,122,Normal
553,38,3,5,47,28,33,5,122,Normal
624,38,3,5,47,28,33,5,122,Normal
518,0,1,0,51,0,0,0,122,Normal
786,268,13,41,50,188,229,39,122,Normal
858,268,13,41,50,188,229,39,122,Normal
533,17,1,1,48,14,15,2,122,Normal
604,17,1,1,48,14,15,2,122,Normal
516,0,1,0,49,0,0,0,122,Normal
513,0,1,0,46,0,0,0,122,Normal
514,0,1,0,47,0,0,0,122,Normal
515,0,1,0,48,0,0,0,122,Normal
525,0,1,0,58,0,0,0,122,Normal
524,0,1,0,57,0,0,0,122,Normal
525,0,1,0,58,0,0,0,122,Normal
515,0,1,0,48,0,0,0,122,Normal
772,255,13,41,49,175,216,39,122,Normal
844,255,13,41,49,175,216,39,122,Normal
515,0,1,0,48,0,0,0,122,Normal
515,0,1,0,48,0,0,0,122,Normal
511,0,1,0,44,0,0,0,122,Normal
511,0,1,0,44,0,0,0,122,Normal
511,0,1,0,44,0,0,0,122,Normal
517,0,1,0,50,0,0,0,122,Normal
514,0,1,0,47,0,0,0,122,Normal
523,0,1,0,56,0,0,0,122,Normal
506,0,1,0,39,0,0,0,122,Normal
588,72,5,8,48,51,59,13,122,Normal
659,72,5,8,48,51,59,13,122,Normal
579,59,5,1,52,49,50,9,122,Normal
650,59,5,1,52,49,50,9,122,Normal
529,4,1,1,57,2,3,1,122,Normal
599,4,1,1,57,2,3,1,122,Normal
516,0,1,0,49,0,0,0,122,Normal
549,33,1,0,48,31,31,2,122,Normal
620,33,1,0,48,31,31,2,122,Normal
517,0,1,0,50,0,0,0,122,Normal
553,38,3,5,47,28,33,5,122,Normal
624,38,3,5,47,28,33,5,122,Normal
518,0,1,0,51,0,0,0,122,Normal
778,260,13,43,50,181,224,36,122,Normal
850,260,13,43,50,181,224,36,122,Normal
533,17,1,1,48,14,15,2,122,Normal
604,17,1,1,48,14,15,2,122,Normal
516,0,1,0,49,0,0,0,122,Normal
513,0,1,0,46,0,0,0,122,Normal
514,0,1,0,47,0,0,0,122,Normal
515,0,1,0,48,0,0,0,122,Normal
525,0,1,0,58,0,0,0,122,Normal
524,0,1,0,57,0,0,0,122,Normal
525,0,1,0,58,0,0,0,122,Normal
515,0,1,0,48,0,0,0,122,Normal
774,257,13,41,49,181,222,35,122,Normal
846,257,13,41,49,181,222,35,122,Normal
515,0,1,0,48,0,0,0,122,Normal
515,0,1,0,48,0,0,0,122,Normal
511,0,1,0,44,0,0,0,122,Normal
511,0,1,0,44,0,0,0,122,Normal
511,0,1,0,44,0,0,0,122,Normal
517,0,1,0,50,0,0,0,122,Normal
514,0,1,0,47,0,0,0,122,Normal
523,0,1,0,56,0,0,0,122,Normal
506,0,1,0,39,0,0,0,122,Normal
591,75,5,10,48,50,60,15,122,Normal
662,75,5,10,48,50,60,15,122,Normal
581,61,5,4,52,47,51,10,122,Normal
652,61,5,4,52,47,51,10,122,Normal
529,4,1,1,57,2,3,1,122,Normal
599,4,1,1,57,2,3,1,122,Normal
516,0,1,0,49,0,0,0,122,Normal
549,33,1,0,48,31,31,2,122,Normal
620,33,1,0,48,31,31,2,122,Normal
517,0,1,0,50,0,0,0,122,Normal
553,38,3,5,47,28,33,5,122,Normal
624,38,3,5,47,28,33,5,122,Normal
518,0,1,0,51,0,0,0,122,Normal
774,256,13,41,50,182,223,33,122,Normal
846,256,13,41,50,182,223,33,122,Normal
533,17,1,1,48,14,15,2,122,Normal
604,17,1,1,48,14,15,2,122,Normal
516,0,1,0,49,0,0,0,122,Normal
513,0,1,0,46,0,0,0,122,Normal
514,0,1,0,47,0,0,0,122,Normal
515,0,1,0,48,0,0,0,122,Normal
525,0,1,0,58,0,0,0,122,Normal
524,0,1,0,57,0,0,0,122,Normal
525,0,1,0,58,0,0,0,122,Normal
515,0,1,0,48,0,0,0,122,Normal
739,222,13,38,49,150,188,34,122,Normal
811,222,13,38,49,150,188,34,122,Normal
515,0,1,0,48,0,0,0,122,Normal
515,0,1,0,48,0,0,0,122,Normal
511,0,1,0,44,0,0,0,122,Normal
511,0,1,0,44,0,0,0,122,Normal
511,0,1,0,44,0,0,0,122,Normal
517,0,1,0,50,0,0,0,122,Normal
514,0,1,0,47,0,0,0,122,Normal
523,0,1,0,56,0,0,0,122,Normal
506,0,1,0,39,0,0,0,122,Normal
587,71,5,7,48,51,58,13,122,Normal
658,71,5,7,48,51,58,13,122,Normal
580,60,5,4,52,47,51,9,122,Normal
651,60,5,4,52,47,51,9,122,Normal
529,4,1,1,57,2,3,1,122,Normal
599,4,1,1,57,2,3,1,122,Normal
516,0,1,0,49,0,0,0,122,Normal
549,33,1,0,48,31,31,2,122,Normal
620,33,1,0,48,31,31,2,122,Normal
517,0,1,0,50,0,0,0,122,Normal
558,43,3,5,47,31,36,7,122,Normal
629,43,3,5,47,31,36,7,122,Normal
518,0,1,0,51,0,0,0,122,Normal
791,273,13,36,50,200,236,37,122,Normal
863,273,13,36,50,200,236,37,122,Normal
533,17,1,1,48,14,15,2,122,Normal
604,17,1,1,48,14,15,2,122,Normal
516,0,1,0,49,0,0,0,122,Normal
513,0,1,0,46,0,0,0,122,Normal
514,0,1,0,47,0,0,0,122,Normal
515,0,1,0,48,0,0,0,122,Normal
525,0,1,0,58,0,0,0,122,Normal
524,0,1,0,57,0,0,0,122,Normal
525,0,1,0,58,0,0,0,122,Normal
515,0,1,0,48,0,0,0,122,Normal
770,253,13,37,49,179,216,37,122,Normal
842,253,13,37,49,179,216,37,122,Normal
515,0,1,0,48,0,0,0,122,Normal
515,0,1,0,48,0,0,0,122,Normal
511,0,1,0,44,0,0,0,122,Normal
511,0,1,0,44,0,0,0,122,Normal
511,0,1,0,44,0,0,0,122,Normal
517,0,1,0,50,0,0,0,122,Normal
514,0,1,0,47,0,0,0,122,Normal
523,0,1,0,56,0,0,0,122,Normal
506,0,1,0,39,0,0,0,122,Normal
584,68,5,8,48,47,55,13,122,Normal
655,68,5,8,48,47,55,13,122,Normal
580,60,5,3,52,48,51,9,122,Normal
651,60,5,3,52,48,51,9,122,Normal
529,4,1,1,57,2,3,1,122,Normal
599,4,1,1,57,2,3,1,122,Normal
516,0,1,0,49,0,0,0,122,Normal
549,33,1,0,48,31,31,2,122,Normal
620,33,1,0,48,31,31,2,122,Normal
517,0,1,0,50,0,0,0,122,Normal
558,43,3,5,47,31,36,7,122,Normal
629,43,3,5,47,31,36,7,122,Normal
518,0,1,0,51,0,0,0,122,Normal
765,247,13,37,50,176,213,34,122,Normal
837,247,13,37,50,176,213,34,122,Normal
533,17,1,1,48,14,15,2,122,Normal
604,17,1,1,48,14,15,2,122,Normal
516,0,1,0,49,0,0,0,122,Normal
513,0,1,0,46,0,0,0,122,Normal
514,0,1,0,47,0,0,0,122,Normal
515,0,1,0,48,0,0,0,122,Normal
525,0,1,0,58,0,0,0,122,Normal
524,0,1,0,57,0,0,0,122,Normal
525,0,1,0,58,0,0,0,122,Normal
515,0,1,0,48,0,0,0,122,Normal
770,253,13,36,49,181,217,36,122,Normal
842,253,13,36,49,181,217,36,122,Normal
515,0,1,0,48,0,0,0,122,Normal
515,0,1,0,48,0,0,0,122,Normal
511,0,1,0,44,0,0,0,122,Normal
511,0,1,0,44,0,0,0,122,Normal
511,0,1,0,44,0,0,0,122,Normal
517,0,1,0,50,0,0,0,122,Normal
514,0,1,0,47,0,0,0,122,Normal
523,0,1,0,56,0,0,0,122,Normal
506,0,1,0,39,0,0,0,122,Normal
591,75,5,10,48,50,60,15,122,Normal
662,75,5,10,48,50,60,15,122,Normal
579,59,5,3,52,46,49,10,122,Normal
650,59,5,3,52,46,49,10,122,Normal
529,4,1,1,57,2,3,1,122,Normal
599,4,1,1,57,2,3,1,122,Normal
516,0,1,0,49,0,0,0,122,Normal
549,33,1,0,48,31,31,2,122,Normal
620,33,1,0,48,31,31,2,122,Normal
517,0,1,0,50,0,0,0,122,Normal
553,38,3,5,47,28,33,5,122,Normal
624,38,3,5,47,28,33,5,122,Normal
518,0,1,0,51,0,0,0,122,Normal
771,253,13,43,50,172,215,38,122,Normal
843,253,13,43,50,172,215,38,122,Normal
533,17,1,1,48,14,15,2,122,Normal
604,17,1,1,48,14,15,2,122,Normal
516,0,1,0,49,0,0,0,122,Normal
513,0,1,0,46,0,0,0,122,Normal
514,0,1,0,47,0,0,0,122,Normal
515,0,1,0,48,0,0,0,122,Normal
525,0,1,0,58,0,0,0,122,Normal
524,0,1,0,57,0,0,0,122,Normal
525,0,1,0,58,0,0,0,122,Normal
515,0,1,0,48,0,0,0,122,Normal
767,250,13,39,49,176,215,35,122,Normal
839,250,13,39,49,176,215,35,122,Normal
515,0,1,0,48,0,0,0,122,Normal
515,0,1,0,48,0,0,0,122,Normal
511,0,1,0,44,0,0,0,122,Normal
511,0,1,0,44,0,0,0,122,Normal
511,0,1,0,44,0,0,0,122,Normal
517,0,1,0,50,0,0,0,122,Normal
514,0,1,0,47,0,0,0,122,Normal
523,0,1,0,56,0,0,0,122,Normal
506,0,1,0,39,0,0,0,122,Normal
583,67,5,7,48,47,54,13,122,Normal
654,67,5,7,48,47,54,13,122,Normal
581,61,5,6,52,46,52,9,122,Normal
652,61,5,6,52,46,52,9,122,Normal
529,4,1,1,57,2,3,1,122,Normal
599,4,1,1,57,2,3,1,122,Normal
516,0,1,0,49,0,0,0,122,Normal
549,33,1,0,48,31,31,2,122,Normal
620,33,1,0,48,31,31,2,122,Normal
517,0,1,0,50,0,0,0,122,Normal
558,43,3,5,47,31,36,7,122,Normal
629,43,3,5,47,31,36,7,122,Normal
518,0,1,0,51,0,0,0,122,Normal
768,250,13,40,50,178,218,32,122,Normal
840,250,13,40,50,178,218,32,122,Normal
533,17,1,1,48,14,15,2,122,Normal
604,17,1,1,48,14,15,2,122,Normal
516,0,1,0,49,0,0,0,122,Normal
513,0,1,0,46,0,0,0,122,Normal
514,0,1,0,47,0,0,0,122,Normal
515,0,1,0,48,0,0,0,122,Normal
525,0,1,0,58,0,0,0,122,Normal
524,0,1,0,57,0,0,0,122,Normal
525,0,1,0,58,0,0,0,122,Normal
515,0,1,0,48,0,0,0,122,Normal
776,259,13,40,49,182,222,37,122,Normal
848,259,13,40,49,182,222,37,122,Normal
515,0,1,0,48,0,0,0,122,Normal
515,0,1,0,48,0,0,0,122,Normal
511,0,1,0,44,0,0,0,122,Normal
511,0,1,0,44,0,0,0,122,Normal
511,0,1,0,44,0,0,0,122,Normal
517,0,1,0,50,0,0,0,122,Normal
514,0,1,0,47,0,0,0,122,Normal
523,0,1,0,56,0,0,0,122,Normal
506,0,1,0,39,0,0,0,122,Normal
584,68,5,8,48,47,55,13,122,Normal
655,68,5,8,48,47,55,13,122,Normal
581,61,5,1,52,51,52,9,122,Normal
652,61,5,1,52,51,52,9,122,Normal
529,4,1,1,57,2,3,1,122,Normal
599,4,1,1,57,2,3,1,122,Normal
516,0,1,0,49,0,0,0,122,Normal
549,33,1,0,48,31,31,2,122,Normal
620,33,1,0,48,31,31,2,122,Normal
517,0,1,0,50,0,0,0,122,Normal
553,38,3,5,47,28,33,5,122,Normal
624,38,3,5,47,28,33,5,122,Normal
518,0,1,0,51,0,0,0,122,Normal
766,248,13,41,50,172,213,35,122,Normal
838,248,13,41,50,172,213,35,122,Normal
533,17,1,1,48,14,15,2,122,Normal
604,17,1,1,48,14,15,2,122,Normal
516,0,1,0,49,0,0,0,122,Normal
513,0,1,0,46,0,0,0,122,Normal
514,0,1,0,47,0,0,0,122,Normal
515,0,1,0,48,0,0,0,122,Normal
525,0,1,0,58,0,0,0,122,Normal
524,0,1,0,57,0,0,0,122,Normal
525,0,1,0,58,0,0,0,122,Normal
515,0,1,0,48,0,0,0,122,Normal
744,227,13,40,49,155,195,32,122,Normal
816,227,13,40,49,155,195,32,122,Normal
515,0,1,0,48,0,0,0,122,Normal
515,0,1,0,48,0,0,0,122,Normal
511,0,1,0,44,0,0,0,122,Normal
511,0,1,0,44,0,0,0,122,Normal
511,0,1,0,44,0,0,0,122,Normal
517,0,1,0,50,0,0,0,122,Normal
514,0,1,0,47,0,0,0,122,Normal
523,0,1,0,56,0,0,0,122,Normal
506,0,1,0,39,0,0,0,122,Normal
588,72,5,8,48,51,59,13,122,Normal
659,72,5,8,48,51,59,13,122,Normal
580,60,5,1,52,49,50,10,122,Normal
651,60,5,1,52,49,50,10,122,Normal
529,4,1,1,57,2,3,1,122,Normal
599,4,1,1,57,2,3,1,122,Normal
516,0,1,0,49,0,0,0,122,Normal
549,33,1,0,48,31,31,2,122,Normal
620,33,1,0,48,31,31,2,122,Normal
517,0,1,0,50,0,0,0,122,Normal
558,43,3,5,47,31,36,7,122,Normal
629,43,3,5,47,31,36,7,122,Normal
518,0,1,0,51,0,0,0,122,Normal
750,232,13,35,50,165,200,32,122,Normal
822,232,13,35,50,165,200,32,122,Normal
533,17,1,1,48,14,15,2,122,Normal
604,17,1,1,48,14,15,2,122,Normal
516,0,1,0,49,0,0,0,122,Normal
513,0,1,0,46,0,0,0,122,Normal
514,0,1,0,47,0,0,0,122,Normal
515,0,1,0,48,0,0,0,122,Normal
525,0,1,0,58,0,0,0,122,Normal
524,0,1,0,57,0,0,0,122,Normal
525,0,1,0,58,0,0,0,122,Normal
515,0,1,0,48,0,0,0,122,Normal
757,240,13,38,49,166,204,36,122,Normal
829,240,13,38,49,166,204,36,122,Normal
515,0,1,0,48,0,0,0,122,Normal
515,0,1,0,48,0,0,0,122,Normal
511,0,1,0,44,0,0,0,122,Normal
511,0,1,0,44,0,0,0,122,Normal
511,0,1,0,44,0,0,0,122,Normal
517,0,1,0,50,0,0,0,122,Normal
514,0,1,0,47,0,0,0,122,Normal
523,0,1,0,56,0,0,0,122,Normal
506,0,1,0,39,0,0,0,122,Normal
584,68,5,8,48,47,55,13,122,Normal
655,68,5,8,48,47,55,13,122,Normal
579,59,5,5,52,45,50,9,122,Normal
650,59,5,5,52,45,50,9,122,Normal
529,4,1,1,57,2,3,1,122,Normal
599,4,1,1,57,2,3,1,122,Normal
516,0,1,0,49,0,0,0,122,Normal
549,33,1,0,48,31,31,2,122,Normal
620,33,1,0,48,31,31,2,122,Normal
